    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
   80   -7.199146  -10.176777    3.663246    4.015473     1.064074  1043.042556
   81    0.015441   -0.040710   -0.156487   26.499511     2.034062    97.033958
   82    9.882069    5.246121   -3.489031    1.035592     0.592419  2261.384166
   83   10.352377   -4.242789   -3.683859    1.014873     0.628285  2381.879200
   84    5.248827   -9.861055   -3.675972    0.886866     0.537976  2637.341327
   85    4.257887   10.336267   -3.486710    1.019259     0.635986  2326.547965
   86   -4.241011  -10.339626   -3.583979    1.009435     0.624404  2343.273867
   87   -5.232694    9.866653   -3.442617    1.029343     0.594170  2500.107210
   88  -10.341867    4.249522   -3.253557    1.017897     0.633158  2272.178897
   89   -9.869727   -5.240566   -3.357860    1.031263     0.592912  2335.906035
   90   14.057418    3.037270   -3.849671    0.889375     0.416388 23025.596733
   91   14.286538   -1.619529   -3.950670    0.967453     0.409242 19703.099710
   92    3.033941  -14.037918   -3.975319    0.966547     0.393955 23392.340808
   93    1.639570   14.272414   -3.764587    0.969229     0.402866 20149.044689
   94   -1.623399  -14.272414   -3.937938    0.953133     0.401491 19924.292848
   95   -3.019337   14.043558   -3.740042    0.883162     0.391604 23019.283331
   96  -14.286538    1.632400   -3.458318    0.963522     0.419330 19729.315486
   97  -14.054422   -3.025205   -3.500748    0.886248     0.404203 22649.837278
   98    3.251260   10.631869    3.406488    0.989386     0.545616  1968.305235
   99   10.326181    4.288145    3.371591    0.942393     0.456361  1730.649803
  100   10.753071   -3.258406    3.235348    0.944907     0.464280  2007.345521
  101   -4.297226   10.201671    3.493161    0.955890     0.513471  2043.407041
  102    4.423760  -10.346229    3.248051    0.955977     0.461705  2321.592142
  103  -10.638206    3.124668    3.503429    0.934523     0.462439  2065.470997
  104  -10.221424   -4.431315    3.478788    0.890096     0.424520  2490.353728
  105   -3.144085  -10.772068    3.374871    0.970771     0.417688  1714.648821
  106    7.757426   12.029702    3.855243    1.013142     0.502279 22229.620401
  107   11.227105    8.917176    3.843539    0.957326     0.407362 24243.397948
  108   12.167939   -7.762587    3.608770    0.946054     0.570392 22305.354865
  109   -8.925582   11.100428    3.972209    0.997211     0.507837 24566.739031
  110    9.062086  -11.240873    3.614655    0.971194     0.492534 24083.770365
  111  -12.036025    7.627814    3.975319    1.006221     0.506002 22124.836380
  112  -11.116236   -9.062520    3.890398    0.933101     0.423063 24188.303959
  113   -7.641294  -12.173317    3.849662    0.957863     0.481767 22573.417435
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       396.9959
